,City,Zip Code,Dependents,Tenure Months,Online Security,Tech Support,Contract,Payment Method,Monthly Charges,CLTV
239,89,948,0,0.10704778280226633,0,0,0,2,1.1396041321949948,2074
240,128,950,0,-1.2367242199587352,0,0,0,3,-0.6584602219847502,5900
241,214,955,0,-1.2774445836787656,0,0,0,1,-0.6667692069855808,3700
242,351,964,0,-1.2774445836787656,0,0,0,3,-0.6335332669822583,3571
243,351,965,0,-0.9924020376385531,2,2,0,1,1.1811490571991479,5084
244,414,966,0,-1.0331224013585834,1,1,0,2,-1.5126238800701375,4489
245,414,969,0,-1.2367242199587352,0,0,0,2,1.0382345151848615,3391
246,172,970,0,-1.2774445836787656,0,0,0,2,0.8570986421667539,2627
247,543,973,0,0.47353105628253944,0,0,0,2,-1.1437049460332582,4829
248,596,975,0,1.5729808767233588,2,2,2,2,1.438727592224897,5200
249,351,976,0,-1.2774445836787656,0,0,0,2,0.17077648109814536,5367
250,664,978,0,1.2064976032430856,0,0,1,2,1.2958130502106107,5052
251,772,983,0,-1.2774445836787656,0,0,0,2,0.7258166791536301,5228
252,787,985,0,0.025607055362205634,0,0,0,0,0.5264010391336954,3601
253,881,995,0,0.10704778280226633,0,2,0,1,0.682609957149311,2455
254,882,996,0,0.06632741908223598,0,0,0,1,0.17410007509847744,2318
255,894,997,0,-1.1552834925186746,0,0,0,2,0.9817334171792131,5419
256,1041,1000,0,-1.0331224013585834,0,0,0,2,1.0166311541827018,3077
257,787,1001,0,-0.21871512695797646,0,0,0,2,0.356897745116751,2377
258,1066,1006,0,-0.5851984004382496,0,2,0,2,0.8421424691652587,4260
259,1066,1007,0,-1.2367242199587352,0,0,0,2,0.13920233809498894,5225
260,1066,1008,0,-0.015113308357824713,2,0,0,1,1.156222102196656,5026
261,702,1014,0,-0.5851984004382496,0,0,0,2,-0.24301097194321938,2989
262,702,1015,0,-0.8295205827584317,0,0,1,1,-0.3693075439558449,2595
263,74,1026,0,-0.9924020376385531,0,0,0,2,1.1911198392001445,5906
264,9,1028,0,-0.2594354906780068,0,0,0,2,0.6310942501441613,2404
265,74,1029,0,-1.1960038562387048,2,2,0,3,0.7823177771592784,4486
266,74,1032,0,-0.9924020376385531,0,0,0,2,0.9086143491719036,5662
267,893,1039,0,0.22920887396235737,2,0,0,2,0.4881797081298748,2405
268,386,1040,0,-0.748079855318371,0,0,0,1,0.8537750481664219,4777
269,97,1043,0,-0.015113308357824713,0,0,0,0,0.1657910900976468,2356
270,224,1049,0,-1.2774445836787656,1,1,0,3,-1.4993295040688086,5881
271,337,1050,0,-0.8295205827584317,0,2,0,2,-0.7016669439890695,2437
272,522,1053,0,-1.1145631287986442,0,0,0,2,-0.8395960950028577,2863
273,595,1054,0,0.3106496014024181,0,0,0,0,1.074794049188516,3099
274,693,1056,0,-1.1145631287986442,0,0,0,2,0.5064594751317021,3937
275,678,1057,0,-0.9109613101984924,2,0,0,3,0.6626683931473177,5686
276,693,1058,0,-1.2367242199587352,0,0,0,0,0.8238627021634315,3851
277,693,1059,0,-0.38159658183809786,0,2,0,2,0.85876043916692,4359
278,863,1065,0,-0.38159658183809786,2,0,0,0,0.8404806721650927,4650
279,913,1068,0,0.6771328748826912,0,0,0,0,1.1396041321949948,5157
280,1016,1070,0,-1.2367242199587352,0,0,0,0,0.1657910900976468,5667
281,1049,1071,0,-1.2367242199587352,0,0,0,1,-0.5221928679711283,2960
282,20,1073,0,-1.0331224013585834,0,0,0,0,1.1063681921916724,2561
283,105,1077,0,0.35136996512244845,2,2,0,0,1.653099405246327,3038
284,246,1083,0,-1.2367242199587352,0,0,0,2,0.5380336181348585,3533
285,350,1085,0,-0.7888002190384014,0,0,0,2,0.3170146171127639,2995
286,368,1086,0,-0.8702409464784621,0,0,0,0,0.82884809316393,2202
287,564,1088,0,-0.62591876415828,0,0,0,1,1.1861344481996465,5508
288,887,1097,0,-0.30015585439803716,0,0,1,2,0.8521132511662559,5801
289,902,1102,0,-1.1960038562387048,0,0,0,3,-0.28621769394753876,2539
290,878,1111,0,-1.1552834925186746,2,2,0,0,0.9850570111795457,4249
291,878,1113,0,0.18848851024232702,0,0,0,1,0.47156173812821356,3982
292,878,1122,0,-0.5444780367182193,0,0,1,1,-0.6617838159850825,5182
293,878,1125,0,0.26992923768238775,0,0,0,2,1.3589613362169235,4687
294,878,1126,0,-1.0331224013585834,0,0,0,3,0.32864719611392706,3331
295,878,1131,0,-0.748079855318371,2,0,0,0,-0.0020504069191315333,4049
296,878,1132,0,-0.8702409464784621,0,2,0,0,1.3057838322116073,4553
297,972,1144,0,-1.2774445836787656,0,0,0,2,-0.9708780580159815,3958
298,972,1148,0,-1.2367242199587352,0,0,0,2,1.0099839661820376,2414
299,0,1149,0,-0.7888002190384014,0,0,0,3,1.0598378761870213,5295
300,370,1159,0,-1.1960038562387048,0,0,0,2,0.5197538511330312,3834
301,537,1161,0,-1.2774445836787656,0,0,0,3,-1.1104690060299358,3605
302,548,1163,0,-0.8295205827584317,0,0,0,0,0.830509890164096,5671
303,1050,1171,0,1.125056875803025,0,0,1,2,0.9850570111795457,4990
304,1082,1173,0,-1.2774445836787656,1,1,0,2,-1.4926823160681442,3874
305,46,1176,0,-1.0738427650786138,0,2,0,1,1.5002140812310438,5750
306,84,1178,0,-0.7073594915983407,0,2,0,2,1.2160467942026365,3025
307,210,1181,0,-0.46303730927815856,0,0,0,0,-0.15659752793458118,4716
308,254,1185,0,-1.2774445836787656,0,0,0,2,-0.15327393393424887,4611
309,425,1192,0,-1.0331224013585834,0,0,0,2,0.8537750481664219,5356
310,555,1202,0,0.8400143297628127,0,0,1,0,0.9800716201790471,5414
311,593,1205,0,-1.2774445836787656,0,0,0,2,0.33695618111475767,2548
312,616,1208,0,-1.2774445836787656,0,0,0,2,0.5147684601325326,2502
313,632,1210,0,-0.62591876415828,0,0,0,2,0.14086413509515497,3368
314,632,1211,0,-0.8702409464784621,0,2,0,2,0.05278889408635025,2860
315,632,1214,0,-0.5444780367182193,0,0,0,0,0.7058751151516368,4857
316,632,1215,0,-1.1960038562387048,0,0,0,2,0.5164302571326987,3212
317,700,1218,0,-0.3408762181180675,0,0,0,1,0.8570986421667539,5927
318,842,1223,0,-1.2367242199587352,0,0,0,2,0.37019212111808014,2101
319,857,1224,0,-1.2774445836787656,0,0,0,3,-0.62854787598176,3706
320,943,1225,0,-0.6666391278783103,0,2,0,2,-0.4922805219681379,4840
321,1034,1232,0,0.06632741908223598,0,0,0,2,0.4499583771260538,2777
322,1085,1236,0,-1.1960038562387048,0,0,0,2,0.40508985812156867,4428
323,1122,1238,0,-0.6666391278783103,0,0,0,2,1.04321990618536,5913
324,908,1243,0,-1.2774445836787656,0,0,0,2,-0.6468276429835875,4568
325,908,1244,0,-0.7073594915983407,1,1,0,0,-1.5076384890696393,5379
326,108,1248,0,-0.8702409464784621,0,2,0,2,0.8438042661654253,5250
327,168,1249,0,-1.2774445836787656,0,0,0,3,-0.6551366279844181,4094
328,196,1251,0,-1.2774445836787656,0,0,0,2,0.36686852711774764,3940
329,201,1253,0,-1.0331224013585834,0,0,0,2,0.4831943171293762,3830
330,212,1255,0,-1.2367242199587352,0,2,0,2,-1.125425179031431,2860
331,297,1259,0,0.5549717837226001,0,0,1,1,1.0133075601823696,3180
332,357,1263,0,1.4508197855632678,0,0,0,0,0.8255244991635975,5651
333,398,1268,0,1.0843365120829946,2,0,1,2,1.5085230662318745,4601
334,679,1285,0,-1.0331224013585834,0,0,0,2,0.8222009051632655,3077
335,837,1291,0,-0.9924020376385531,2,0,0,2,0.3402797751150897,2587
336,1040,1294,0,-1.0738427650786138,0,0,0,2,-0.6651074099854147,2087
337,1110,1299,0,-0.8702409464784621,0,0,0,2,-0.6883725679877406,3200
338,11,1304,0,-0.7073594915983407,0,0,0,0,0.6925807391503077,4981
339,605,1306,0,1.5322605130033284,2,2,1,1,1.6879971422498155,4838
340,63,1308,0,-0.6666391278783103,0,0,0,2,0.7258166791536301,2508
341,94,1309,0,-0.5851984004382496,0,0,0,2,0.6792863631489789,3326
342,113,1310,0,0.06632741908223598,0,0,0,2,1.0930738161903437,3979
343,230,1313,0,0.5956921474426305,0,2,0,2,1.4885815022298807,5863
344,324,1314,0,0.26992923768238775,0,2,1,2,0.8238627021634315,3849
345,433,1319,0,-1.2774445836787656,1,1,0,3,-1.505976692069473,5687
346,488,1324,0,-1.1552834925186746,1,1,0,3,-1.4760643460664828,4133
347,549,1325,0,-1.2774445836787656,0,0,0,2,0.14917312009598557,4371
348,629,1327,0,1.0843365120829946,0,0,1,0,1.15456030519649,6098
349,835,1334,0,-1.2774445836787656,0,0,0,2,-1.3148700370503688,5688
350,860,1335,0,-1.2367242199587352,0,0,0,3,-0.6567984249845842,5704
351,942,1338,0,-1.2774445836787656,1,1,0,3,-1.4827115340671475,4103
352,949,1339,0,1.369379058123207,0,0,0,1,1.3373579752147637,5723
353,1025,1341,0,-1.1960038562387048,0,0,0,1,-0.33440980695235617,3335
354,1092,1346,0,-0.748079855318371,0,0,0,2,0.7474200401557899,4786
355,21,1348,0,-0.9109613101984924,0,0,0,2,0.5047976781315361,5640
356,162,1354,0,-0.5851984004382496,0,2,0,2,0.7839795741594444,5727
357,247,1359,0,-0.9516816739185228,0,0,0,2,0.9966895901807084,2893
358,247,1360,0,-0.7888002190384014,0,0,0,2,1.0066603721817051,2230
359,260,1361,0,-1.1552834925186746,0,0,0,2,0.45494376812655235,5048
360,263,1362,0,-1.1552834925186746,0,0,0,2,0.18074726309914202,5094
361,300,1365,0,1.0843365120829946,0,0,0,0,-0.788080387997708,4324
